date,kg_CO2/kWh,Outdoor Drybulb Temperature [C],Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],Solar Generation [W/kW]
2022-09-15 18:00:00,0.220523023,19.4,73,55,202,49.12916667
2022-09-15 19:00:00,0.220659219,18.9,76,0,0,0.0
2022-09-15 20:00:00,0.222325624,18.9,76,0,0,0.0
2022-09-15 21:00:00,0.211289239,18.9,76,0,0,0.0
2022-09-15 22:00:00,0.192860721,18.9,76,0,0,0.0
2022-09-15 23:00:00,0.183615946,18.3,81,0,0,0.0
2022-09-16 00:00:00,0.164910149,16.7,73,0,0,0.0
2022-09-16 01:00:00,0.150394277,17.2,84,0,0,0.0
2022-09-16 02:00:00,0.140517287,17.2,84,0,0,0.0
2022-09-16 03:00:00,0.134102299,16.1,87,0,0,0.0
2022-09-16 04:00:00,0.134486194,16.7,84,0,0,0.0
2022-09-16 05:00:00,0.138550056,16.7,87,0,0,0.0
2022-09-16 06:00:00,0.149206671,16.7,87,10,3,0.0
2022-09-16 07:00:00,0.153904466,18.3,84,87,132,8.65
2022-09-16 08:00:00,0.173970001,18.3,78,222,218,46.975
2022-09-16 09:00:00,0.180313894,19.4,73,436,394,169.8166667
2022-09-16 10:00:00,0.189213519,20.6,68,564,461,312.125
2022-09-16 11:00:00,0.191552824,21.1,64,891,761,433.5
2022-09-16 12:00:00,0.193746255,21.7,59,792,614,523.2333333
2022-09-16 13:00:00,0.199563495,21.7,57,847,878,567.3583333
2022-09-16 14:00:00,0.20268709,21.1,61,758,840,569.2791667
2022-09-16 15:00:00,0.204073294,21.7,59,427,325,520.625
2022-09-16 16:00:00,0.207714987,21.7,59,451,664,420.5041667
2022-09-16 17:00:00,0.206072875,21.1,59,226,413,266.1666667
2022-09-16 18:00:00,0.205471681,19.4,61,55,245,38.2125
2022-09-16 19:00:00,0.202553841,18.9,65,0,0,0.0
2022-09-16 20:00:00,0.199533983,18.9,68,0,0,0.0
2022-09-16 21:00:00,0.193162751,18.3,70,0,0,0.0
2022-09-16 22:00:00,0.185122193,17.8,73,0,0,0.0
2022-09-16 23:00:00,0.177511903,17.8,70,0,0,0.0
2022-09-17 00:00:00,0.156561138,17.2,81,0,0,0.0
2022-09-17 01:00:00,0.146200309,16.1,78,0,0,0.0
2022-09-17 02:00:00,0.144535247,15.6,78,0,0,0.0
2022-09-17 03:00:00,0.142129498,15.6,78,0,0,0.0
2022-09-17 04:00:00,0.140486584,15.0,81,0,0,0.0
2022-09-17 05:00:00,0.145144526,14.4,90,0,0,0.0
2022-09-17 06:00:00,0.144624531,14.4,84,9,10,0.0
2022-09-17 07:00:00,0.144604889,16.1,87,107,327,11.50833333
2022-09-17 08:00:00,0.146542026,17.8,81,315,605,48.2625
2022-09-17 09:00:00,0.157164492,20.0,71,484,603,166.3875
2022-09-17 10:00:00,0.163786509,21.1,61,618,627,307.7291667
2022-09-17 11:00:00,0.173590688,21.7,59,793,726,428.2208333
2022-09-17 12:00:00,0.184437639,22.2,57,841,788,514.1666667
2022-09-17 13:00:00,0.19204087,21.7,59,867,854,560.3875
2022-09-17 14:00:00,0.196908775,21.7,59,763,804,553.5166667
2022-09-17 15:00:00,0.202424455,21.7,64,641,786,505.5666667
2022-09-17 16:00:00,0.203033748,21.7,64,448,698,411.8833333
2022-09-17 17:00:00,0.204829982,20.6,71,229,521,265.2833333
2022-09-17 18:00:00,0.205828389,19.4,73,51,156,38.30416667
2022-09-17 19:00:00,0.203427139,19.4,73,0,0,0.0
2022-09-17 20:00:00,0.202332209,19.4,73,0,0,0.0
2022-09-17 21:00:00,0.197168018,18.9,78,0,0,0.0
2022-09-17 22:00:00,0.175890528,18.3,78,0,0,0.0
2022-09-17 23:00:00,0.16157338,17.8,81,0,0,0.0
2022-09-18 00:00:00,0.158204302,17.2,84,0,0,0.0
2022-09-18 01:00:00,0.150343351,16.7,84,0,0,0.0
2022-09-18 02:00:00,0.147608192,16.7,84,0,0,0.0
2022-09-18 03:00:00,0.143725196,16.1,84,0,0,0.0
2022-09-18 04:00:00,0.146970882,15.6,87,0,0,0.0
2022-09-18 05:00:00,0.162583663,15.6,87,0,0,0.0
2022-09-18 06:00:00,0.18601541,15.0,87,9,1,0.0
2022-09-18 07:00:00,0.19638478,16.7,87,91,171,2.191666667
2022-09-18 08:00:00,0.195996746,18.9,78,287,450,40.17083333
2022-09-18 09:00:00,0.211174913,21.1,66,498,602,162.1375
2022-09-18 10:00:00,0.21943446,22.8,59,677,677,302.1875
2022-09-18 11:00:00,0.221872019,22.8,57,763,679,421.5791667
2022-09-18 12:00:00,0.229009379,22.8,57,809,693,500.9958333
2022-09-18 13:00:00,0.229580203,22.8,57,827,723,545.7041667
2022-09-18 14:00:00,0.229097888,22.8,62,726,660,540.9833333
2022-09-18 15:00:00,0.232832865,22.8,64,534,544,495.5
2022-09-18 16:00:00,0.231483426,22.2,66,414,550,405.0541667
2022-09-18 17:00:00,0.231617131,21.7,71,198,346,263.8833333
2022-09-18 18:00:00,0.23616933,20.0,73,41,49,38.4875
2022-09-18 19:00:00,0.236619406,19.4,78,0,0,0.0
2022-09-18 20:00:00,0.236988808,18.9,81,0,0,0.0
2022-09-18 21:00:00,0.228469396,18.9,81,0,0,0.0
2022-09-18 22:00:00,0.20350373,18.3,81,0,0,0.0
2022-09-18 23:00:00,0.192062478,18.3,81,0,0,0.0
2022-09-19 00:00:00,0.18165183,17.8,81,0,0,0.0
2022-09-19 01:00:00,0.170614807,17.2,87,0,0,0.0
2022-09-19 02:00:00,0.165174167,17.2,87,0,0,0.0
2022-09-19 03:00:00,0.166805953,16.7,90,0,0,0.0
2022-09-19 04:00:00,0.16970563,16.7,90,0,0,0.0
2022-09-19 05:00:00,0.176620181,15.6,90,0,0,0.0
2022-09-19 06:00:00,0.191786859,15.6,90,6,1,0.0
2022-09-19 07:00:00,0.199754813,16.7,90,90,109,15.8625
2022-09-19 08:00:00,0.20489345,18.9,84,290,458,91.65416667
2022-09-19 09:00:00,0.209985605,21.1,76,474,578,174.7041667
2022-09-19 10:00:00,0.222826849,22.2,66,650,672,293.5833333
2022-09-19 11:00:00,0.227599144,22.2,66,759,752,383.5625
2022-09-19 12:00:00,0.227062316,22.2,71,812,762,370.1041667
2022-09-19 13:00:00,0.230720606,22.2,68,838,795,149.1208333
2022-09-19 14:00:00,0.228521416,22.2,68,760,774,200.6583333
2022-09-19 15:00:00,0.230944288,22.2,68,619,728,111.7291667
2022-09-19 16:00:00,0.232507261,22.2,68,424,630,66.9
2022-09-19 17:00:00,0.232111241,21.1,71,209,442,65.1375
2022-09-19 18:00:00,0.229880116,20.0,76,43,88,42.725
2022-09-19 19:00:00,0.231906399,19.4,78,0,0,0.0
2022-09-19 20:00:00,0.229131955,18.9,81,0,0,0.0
2022-09-19 21:00:00,0.224659115,18.9,81,0,0,0.0
2022-09-19 22:00:00,0.214119676,18.9,81,0,0,0.0
2022-09-19 23:00:00,0.203889216,18.9,78,0,0,0.0
2022-09-20 00:00:00,0.18919007,17.8,87,0,0,0.0
2022-09-20 01:00:00,0.180352224,17.8,81,0,0,0.0
2022-09-20 02:00:00,0.178052149,17.2,84,0,0,0.0
2022-09-20 03:00:00,0.179799007,16.7,87,0,0,0.0
2022-09-20 04:00:00,0.182248498,16.1,90,0,0,0.0
2022-09-20 05:00:00,0.184294396,15.6,93,0,0,0.0
2022-09-20 06:00:00,0.192832731,16.7,90,8,0,0.0
2022-09-20 07:00:00,0.201837048,17.2,90,63,11,9.991666667
2022-09-20 08:00:00,0.207701823,18.3,87,204,137,86.82916667
2022-09-20 09:00:00,0.215351357,19.4,81,380,289,100.7583333
2022-09-20 10:00:00,0.223050973,21.1,73,611,471,214.5291667
2022-09-20 11:00:00,0.228385593,23.3,62,772,659,144.55
2022-09-20 12:00:00,0.229195727,23.9,58,760,632,177.8166667
2022-09-20 13:00:00,0.229525885,23.3,60,796,728,132.8208333
2022-09-20 14:00:00,0.230745537,22.8,64,744,730,109.5666667
2022-09-20 15:00:00,0.228238419,22.2,68,599,673,65.91666667
2022-09-20 16:00:00,0.227826424,21.7,68,410,578,79.45833333
2022-09-20 17:00:00,0.226753171,21.1,71,195,375,230.9541667
2022-09-20 18:00:00,0.226924473,19.4,76,40,57,30.12083333
2022-09-20 19:00:00,0.223606224,18.9,81,0,0,0.0
2022-09-20 20:00:00,0.225404577,18.9,81,0,0,0.0
2022-09-20 21:00:00,0.216217401,18.9,81,0,0,0.0
2022-09-20 22:00:00,0.204978665,18.3,87,0,0,0.0
2022-09-20 23:00:00,0.19508426,18.3,87,0,0,0.0
2022-09-21 00:00:00,0.190172959,17.8,87,0,0,0.0
2022-09-21 01:00:00,0.181995415,17.2,90,0,0,0.0
2022-09-21 02:00:00,0.176366171,17.2,90,0,0,0.0
2022-09-21 03:00:00,0.174203193,16.7,90,0,0,0.0
2022-09-21 04:00:00,0.176281745,16.1,93,0,0,0.0
2022-09-21 05:00:00,0.180956547,16.1,90,0,0,0.0
2022-09-21 06:00:00,0.192917586,16.1,93,7,0,0.0
2022-09-21 07:00:00,0.197190374,17.8,87,55,57,25.24583333
2022-09-21 08:00:00,0.209136684,20.6,79,248,283,47.4875
2022-09-21 09:00:00,0.216648748,22.2,68,458,425,128.45
2022-09-21 10:00:00,0.228347125,23.3,62,613,484,194.3666667
2022-09-21 11:00:00,0.233547749,24.4,54,770,584,416.0625
2022-09-21 12:00:00,0.234205186,25.0,52,800,674,476.2416667
2022-09-21 13:00:00,0.236414205,24.4,56,818,713,444.4041667
2022-09-21 14:00:00,0.230911536,23.9,60,731,681,468.3875
2022-09-21 15:00:00,0.221329488,23.3,64,585,621,389.8583333
2022-09-21 16:00:00,0.216521092,22.8,69,390,507,323.825
2022-09-21 17:00:00,0.221856944,22.2,68,181,307,167.8208333
2022-09-21 18:00:00,0.227979841,20.0,78,38,31,12.49166667
2022-09-21 19:00:00,0.227588748,18.9,84,0,0,0.0
2022-09-21 20:00:00,0.225337745,18.3,87,0,0,0.0
2022-09-21 21:00:00,0.214988627,18.3,90,0,0,0.0
2022-09-21 22:00:00,0.195101688,18.3,90,0,0,0.0
2022-09-21 23:00:00,0.176764559,18.3,90,0,0,0.0
2022-09-22 00:00:00,0.173774434,17.8,90,0,0,0.0
2022-09-22 01:00:00,0.159062082,17.2,93,0,0,0.0
2022-09-22 02:00:00,0.157960313,17.2,90,0,0,0.0
2022-09-22 03:00:00,0.15422254,16.7,97,0,0,0.0
2022-09-22 04:00:00,0.154432752,17.2,97,0,0,0.0
2022-09-22 05:00:00,0.160934782,17.2,97,0,0,0.0
2022-09-22 06:00:00,0.165338534,17.2,93,7,3,0.0
2022-09-22 07:00:00,0.173910146,17.8,90,67,77,16.775
2022-09-22 08:00:00,0.183581312,18.9,84,199,87,76.4375
2022-09-22 09:00:00,0.197846011,20.0,78,368,168,178.5083333
2022-09-22 10:00:00,0.196882917,21.1,76,651,767,304.4125
2022-09-22 11:00:00,0.20205324,21.7,71,803,853,434.9458333
2022-09-22 12:00:00,0.205528601,22.2,66,852,861,472.1083333
2022-09-22 13:00:00,0.210320898,22.2,66,842,864,506.9
2022-09-22 14:00:00,0.213638371,22.2,66,763,847,535.9583333
2022-09-22 15:00:00,0.217623539,21.7,68,580,751,484.0083333
2022-09-22 16:00:00,0.217019741,20.6,71,383,378,71.025
2022-09-22 17:00:00,0.217153239,19.4,76,142,124,60.7875
2022-09-22 18:00:00,0.215538729,18.9,81,28,12,13.92083333
2022-09-22 19:00:00,0.215762148,18.9,81,0,0,0.0
2022-09-22 20:00:00,0.208923301,18.3,84,0,0,0.0
2022-09-22 21:00:00,0.196288159,18.3,87,0,0,0.0
2022-09-22 22:00:00,0.190247999,18.3,87,0,0,0.0
2022-09-22 23:00:00,0.176503267,17.8,90,0,0,0.0
2022-09-23 00:00:00,0.169034254,17.8,87,0,0,0.0
2022-09-23 01:00:00,0.161681517,17.2,90,0,0,0.0
2022-09-23 02:00:00,0.157078323,17.2,90,0,0,0.0
2022-09-23 03:00:00,0.156674121,17.2,90,0,0,0.0
2022-09-23 04:00:00,0.151911266,17.2,90,0,0,0.0
2022-09-23 05:00:00,0.15304688,17.2,90,0,0,0.0
2022-09-23 06:00:00,0.157555544,17.8,87,1,0,0.0
2022-09-23 07:00:00,0.157282458,17.8,87,73,24,15.725
2022-09-23 08:00:00,0.159579349,18.9,84,238,237,44.7875
2022-09-23 09:00:00,0.170771685,21.1,79,339,252,155.2333333
2022-09-23 10:00:00,0.175789297,21.7,71,463,257,306.0708333
2022-09-23 11:00:00,0.183134766,21.1,73,442,87,431.7416667
2022-09-23 12:00:00,0.188636936,21.7,71,494,150,529.0291667
2022-09-23 13:00:00,0.195101301,20.6,73,520,131,571.9958333
2022-09-23 14:00:00,0.201234856,21.7,73,547,242,567.0125
2022-09-23 15:00:00,0.20400602,21.1,71,315,78,444.0583333
2022-09-23 16:00:00,0.201691064,21.7,66,315,199,418.325
2022-09-23 17:00:00,0.202860537,20.6,68,97,21,259.8791667
2022-09-23 18:00:00,0.204448205,19.4,73,23,3,22.72916667
2022-09-23 19:00:00,0.204030798,18.9,81,0,0,0.0
2022-09-23 20:00:00,0.203112111,18.3,84,0,0,0.0
2022-09-23 21:00:00,0.195292549,18.3,84,0,0,0.0
2022-09-23 22:00:00,0.182267947,17.8,87,0,0,0.0
2022-09-23 23:00:00,0.174482396,17.8,87,0,0,0.0
2022-09-24 00:00:00,0.168771024,18.3,90,0,0,0.0
2022-09-24 01:00:00,0.163113665,17.2,90,0,0,0.0
2022-09-24 02:00:00,0.152550916,17.2,90,0,0,0.0
2022-09-24 03:00:00,0.150143866,16.7,90,0,0,0.0
2022-09-24 04:00:00,0.151397349,16.1,93,0,0,0.0
2022-09-24 05:00:00,0.150219889,16.1,93,0,0,0.0
2022-09-24 06:00:00,0.152550902,15.6,93,5,1,0.0
2022-09-24 07:00:00,0.149130662,16.1,97,80,183,1.291666667
2022-09-24 08:00:00,0.155599594,19.4,90,276,509,35.18333333
2022-09-24 09:00:00,0.16826836,21.7,73,493,685,153.0625
2022-09-24 10:00:00,0.18435893,23.9,62,674,774,297.5791667
2022-09-24 11:00:00,0.19317514,25.0,56,790,808,426.0916667
2022-09-24 12:00:00,0.20336745,25.6,54,844,825,518.9895833
2022-09-24 13:00:00,0.214168734,25.0,56,830,825,563.0541667
2022-09-24 14:00:00,0.220379918,24.4,56,743,798,558.2333333
2022-09-24 15:00:00,0.224255619,23.9,58,597,743,505.5916667
2022-09-24 16:00:00,0.22746919,23.9,54,403,645,405.7125
2022-09-24 17:00:00,0.227703945,22.2,62,189,446,251.55
2022-09-24 18:00:00,0.226069738,20.0,73,38,79,20.62083333
2022-09-24 19:00:00,0.229694529,19.4,78,0,0,0.0
2022-09-24 20:00:00,0.227762762,18.3,87,0,0,0.0
2022-09-24 21:00:00,0.217751568,18.3,90,0,0,0.0
2022-09-24 22:00:00,0.201713808,18.3,90,0,0,0.0
2022-09-24 23:00:00,0.191049869,18.3,90,0,0,0.0
2022-09-25 00:00:00,0.187007892,20.6,81,0,0,0.0
2022-09-25 01:00:00,0.180589056,17.8,93,0,0,0.0
2022-09-25 02:00:00,0.175258381,17.2,93,0,0,0.0
2022-09-25 03:00:00,0.173284395,16.7,93,0,0,0.0
2022-09-25 04:00:00,0.176760849,16.7,97,0,0,0.0
2022-09-25 05:00:00,0.18360652,16.7,97,0,0,0.0
2022-09-25 06:00:00,0.194291374,17.2,97,4,0,0.0
2022-09-25 07:00:00,0.195256143,18.3,90,75,132,1.533333333
2022-09-25 08:00:00,0.204040501,20.0,87,249,241,36.25416667
2022-09-25 09:00:00,0.21529924,21.7,79,458,488,157.3166667
2022-09-25 10:00:00,0.228226875,23.3,71,622,581,309.0208333
2022-09-25 11:00:00,0.241375782,25.0,64,747,597,440.1291667
2022-09-25 12:00:00,0.248467366,25.6,58,635,394,528.5166667
2022-09-25 13:00:00,0.252200973,26.1,56,788,640,577.8875
2022-09-25 14:00:00,0.260134514,26.1,58,675,575,580.3291667
2022-09-25 15:00:00,0.261463064,25.0,60,597,596,522.0041667
2022-09-25 16:00:00,0.264197213,25.6,60,351,405,417.75
2022-09-25 17:00:00,0.264495298,24.4,62,173,336,263.6041667
2022-09-25 18:00:00,0.265620446,22.8,66,31,5,18.3875
2022-09-25 19:00:00,0.260224075,22.2,71,0,0,0.0
2022-09-25 20:00:00,0.259697311,21.7,73,0,0,0.0
2022-09-25 21:00:00,0.247709487,21.1,76,0,0,0.0
2022-09-25 22:00:00,0.232428497,21.1,79,0,0,0.0
2022-09-25 23:00:00,0.221587167,21.1,79,0,0,0.0
2022-09-26 00:00:00,0.197961042,18.9,90,0,0,0.0
2022-09-26 01:00:00,0.191415395,20.0,84,0,0,0.0
2022-09-26 02:00:00,0.188922743,20.0,87,0,0,0.0
2022-09-26 03:00:00,0.18916453,20.0,87,0,0,0.0
2022-09-26 04:00:00,0.191204006,20.0,84,0,0,0.0
2022-09-26 05:00:00,0.193539226,19.4,87,0,0,0.0
2022-09-26 06:00:00,0.212007528,19.4,87,1,0,0.0
2022-09-26 07:00:00,0.215705961,18.9,93,38,2,4.129166667
2022-09-26 08:00:00,0.21620396,20.0,90,102,6,38.80833333
2022-09-26 09:00:00,0.224536609,20.6,90,310,63,156.525
2022-09-26 10:00:00,0.231042348,22.8,79,481,145,298.9458333
2022-09-26 11:00:00,0.240685594,24.4,71,437,86,423.7541667
2022-09-26 12:00:00,0.246504273,23.9,69,553,225,506.8375
2022-09-26 13:00:00,0.248323043,22.2,73,371,37,550.2958333
2022-09-26 14:00:00,0.248568887,21.1,81,279,0,543.875
2022-09-26 15:00:00,0.250040126,21.7,79,573,637,510.875
2022-09-26 16:00:00,0.251538995,21.7,79,281,276,394.6875
2022-09-26 17:00:00,0.253952329,20.6,79,104,49,240.9625
2022-09-26 18:00:00,0.252606669,19.4,84,27,11,11.72083333
2022-09-26 19:00:00,0.246695328,18.9,87,0,0,0.0
2022-09-26 20:00:00,0.246475896,18.9,90,0,0,0.0
2022-09-26 21:00:00,0.239528912,18.9,90,0,0,0.0
2022-09-26 22:00:00,0.230971737,18.9,90,0,0,0.0
2022-09-26 23:00:00,0.226131655,18.9,90,0,0,0.0
2022-09-27 00:00:00,0.194902979,17.2,90,0,0,0.0
2022-09-27 01:00:00,0.190363916,18.9,90,0,0,0.0
2022-09-27 02:00:00,0.190298164,18.9,90,0,0,0.0
2022-09-27 03:00:00,0.187036477,18.9,90,0,0,0.0
2022-09-27 04:00:00,0.183721163,18.9,90,0,0,0.0
2022-09-27 05:00:00,0.189200521,18.9,90,0,0,0.0
2022-09-27 06:00:00,0.198036249,18.9,90,0,1,0.0
2022-09-27 07:00:00,0.199214747,18.9,90,43,12,15.975
2022-09-27 08:00:00,0.196508435,18.9,90,161,5,40.3125
2022-09-27 09:00:00,0.203776109,18.9,90,216,6,120.55
2022-09-27 10:00:00,0.2194408,20.6,81,360,2,273.5708333
2022-09-27 11:00:00,0.231748151,22.2,76,663,528,353.3125
2022-09-27 12:00:00,0.234661796,23.3,71,758,656,540.4166667
2022-09-27 13:00:00,0.238889526,23.9,66,827,910,557.2333333
2022-09-27 14:00:00,0.242280059,23.3,66,744,891,386.3416667
2022-09-27 15:00:00,0.241641448,22.2,71,563,729,335.55
2022-09-27 16:00:00,0.245002442,21.1,76,407,765,127.1541667
2022-09-27 17:00:00,0.245337431,20.0,78,196,600,118.4291667
2022-09-27 18:00:00,0.243320409,19.4,78,41,172,11.26666667
2022-09-27 19:00:00,0.240130259,18.9,81,0,0,0.0
2022-09-27 20:00:00,0.23670379,18.9,81,0,0,0.0
2022-09-27 21:00:00,0.228630896,18.3,84,0,0,0.0
2022-09-27 22:00:00,0.203951535,18.3,84,0,0,0.0
2022-09-27 23:00:00,0.185546287,17.8,87,0,0,0.0
2022-09-28 00:00:00,0.172130025,18.9,90,0,0,0.0
2022-09-28 01:00:00,0.170257366,17.8,90,0,0,0.0
2022-09-28 02:00:00,0.167224481,17.8,93,0,0,0.0
2022-09-28 03:00:00,0.164760982,17.8,93,0,0,0.0
2022-09-28 04:00:00,0.16537116,17.8,90,0,0,0.0
2022-09-28 05:00:00,0.169279391,17.8,90,0,0,0.0
2022-09-28 06:00:00,0.183169649,17.8,90,3,0,0.0
2022-09-28 07:00:00,0.189931033,18.3,87,28,5,8.429166667
2022-09-28 08:00:00,0.194220611,18.3,87,108,2,87.07916667
2022-09-28 09:00:00,0.190352247,18.9,84,206,2,171.0208333
2022-09-28 10:00:00,0.192178547,20.0,78,278,3,287.4916667
2022-09-28 11:00:00,0.193276703,22.2,73,755,710,405.8458333
2022-09-28 12:00:00,0.191447828,22.8,69,700,547,363.5
2022-09-28 13:00:00,0.191781613,22.8,69,766,671,381.5166667
2022-09-28 14:00:00,0.192032439,22.8,69,687,792,299.2
2022-09-28 15:00:00,0.195390374,22.2,68,549,707,441.0875
2022-09-28 16:00:00,0.200506836,21.7,68,360,488,246.7958333
2022-09-28 17:00:00,0.202849919,21.1,71,135,271,14.10416667
2022-09-28 18:00:00,0.200811344,20.0,76,30,79,7.454166667
2022-09-28 19:00:00,0.198372401,19.4,81,0,0,0.0
2022-09-28 20:00:00,0.191425638,19.4,84,0,0,0.0
2022-09-28 21:00:00,0.184210441,19.4,87,0,0,0.0
2022-09-28 22:00:00,0.173020778,19.4,87,0,0,0.0
2022-09-28 23:00:00,0.157566729,19.4,87,0,0,0.0
2022-09-29 00:00:00,0.133795521,18.9,90,0,0,0.0
2022-09-29 01:00:00,0.131322013,18.9,93,0,0,0.0
2022-09-29 02:00:00,0.133699661,18.9,93,0,0,0.0
2022-09-29 03:00:00,0.134524344,18.9,90,0,0,0.0
2022-09-29 04:00:00,0.140690526,18.9,90,0,0,0.0
2022-09-29 05:00:00,0.146213114,19.4,87,0,0,0.0
2022-09-29 06:00:00,0.156908447,19.4,87,0,0,0.0
2022-09-29 07:00:00,0.157137693,19.4,87,46,2,8.304166667
2022-09-29 08:00:00,0.158094309,19.4,87,109,7,44.05416667
2022-09-29 09:00:00,0.153457989,20.0,84,195,7,178.4083333
2022-09-29 10:00:00,0.152387754,21.1,79,336,9,330.425
2022-09-29 11:00:00,0.154599804,21.7,76,305,3,458.0708333
2022-09-29 12:00:00,0.156279664,22.2,76,350,1,548.9541667
2022-09-29 13:00:00,0.156572987,23.3,71,568,325,596.2375
2022-09-29 14:00:00,0.157783738,22.8,71,689,637,452.0916667
2022-09-29 15:00:00,0.156768638,22.8,69,543,547,495.4958333
2022-09-29 16:00:00,0.15244808,21.7,73,307,343,399.0791667
2022-09-29 17:00:00,0.150645962,20.6,79,81,22,180.9541667
2022-09-29 18:00:00,0.147623321,19.4,81,24,5,10.05833333
2022-09-29 19:00:00,0.151799986,19.4,84,0,0,0.0
2022-09-29 20:00:00,0.142975069,19.4,84,0,0,0.0
2022-09-29 21:00:00,0.133774688,18.9,87,0,0,0.0
2022-09-29 22:00:00,0.130801354,18.9,87,0,0,0.0
2022-09-29 23:00:00,0.124817616,18.9,87,0,0,0.0
2022-09-30 00:00:00,0.109205679,17.1,87,0,0,0.0
2022-09-30 01:00:00,0.102815905,18.9,90,0,0,0.0
2022-09-30 02:00:00,0.102262453,18.9,90,0,0,0.0
2022-09-30 03:00:00,0.098497915,18.9,90,0,0,0.0
2022-09-30 04:00:00,0.099725229,18.3,90,0,0,0.0
2022-09-30 05:00:00,0.102391341,18.3,90,0,0,0.0
2022-09-30 06:00:00,0.108137209,18.9,84,4,0,0.0
2022-09-30 07:00:00,0.112769861,18.9,84,71,102,7.758333333
2022-09-30 08:00:00,0.120702966,19.4,84,232,247,42.44166667
2022-09-30 09:00:00,0.132283709,20.6,76,348,315,177.175
2022-09-30 10:00:00,0.137341464,21.1,81,369,129,331.9916667
2022-09-30 11:00:00,0.139887438,21.7,79,645,274,457.7833333
2022-09-30 12:00:00,0.131408736,22.2,73,402,67,544.15
2022-09-30 13:00:00,0.129271284,22.8,71,743,592,591.6916667
2022-09-30 14:00:00,0.136098225,22.8,69,684,788,587.0375
2022-09-30 15:00:00,0.13802977,22.2,68,571,771,531.5541667
2022-09-30 16:00:00,0.143560885,21.7,71,376,666,422.1166667
2022-09-30 17:00:00,0.147561695,21.1,68,168,462,256.4791667
2022-09-30 18:00:00,0.150928461,18.9,78,30,69,12.1625
2022-09-30 19:00:00,0.160134975,18.9,81,0,0,0.0
2022-09-30 20:00:00,0.155632512,18.9,84,0,0,0.0
2022-09-30 21:00:00,0.14269217,18.3,87,0,0,0.0
2022-09-30 22:00:00,0.133619554,17.9,87,0,0,0.0
2022-09-30 23:00:00,0.12968476,17.5,87,0,0,0.0
2022-10-01 00:00:00,0.108811202,18.3,76,0,0,0.0
2022-10-01 01:00:00,0.100010198,16.8,84,0,0,0.0
2022-10-01 02:00:00,0.097000437,16.4,90,0,0,0.0
2022-10-01 03:00:00,0.098060782,16.0,93,0,0,0.0
2022-10-01 04:00:00,0.100789283,15.6,93,0,0,0.0
2022-10-01 05:00:00,0.102349931,16.1,93,0,0,0.0
2022-10-01 06:00:00,0.104919465,15.6,93,3,0,0.458333333
2022-10-01 07:00:00,0.104486034,16.1,93,27,4,7.4375
2022-10-01 08:00:00,0.107035787,17.2,84,137,34,41.70416667
2022-10-01 09:00:00,0.120509073,19.4,73,382,336,177.5875
2022-10-01 10:00:00,0.122986512,21.1,66,604,662,335.75
2022-10-01 11:00:00,0.124795786,22.8,57,770,845,465.775
2022-10-01 12:00:00,0.126390792,23.3,56,822,863,554.325
2022-10-01 13:00:00,0.127068605,23.9,52,800,853,605.4541667
2022-10-01 14:00:00,0.124577074,22.8,60,716,832,604.1416667
2022-10-01 15:00:00,0.127770823,21.1,66,571,784,550.6833333
2022-10-01 16:00:00,0.138424407,20.6,66,375,680,439.4875
2022-10-01 17:00:00,0.14963489,19.4,70,164,467,261.7625
2022-10-01 18:00:00,0.150192578,18.3,78,27,69,11.6875
2022-10-01 19:00:00,0.153046631,18.3,78,0,0,0.0
2022-10-01 20:00:00,0.1536263,18.3,73,0,0,0.0
2022-10-01 21:00:00,0.147936979,17.8,75,0,0,0.0
2022-10-01 22:00:00,0.127461027,17.8,75,0,0,0.0
2022-10-01 23:00:00,0.119815632,18.3,73,0,0,0.0
2022-10-02 00:00:00,0.110171279,17.2,70,0,0,0.0
2022-10-02 01:00:00,0.105758564,18.3,73,0,0,0.0
2022-10-02 02:00:00,0.106713609,18.3,73,0,0,0.0
2022-10-02 03:00:00,0.110603041,18.3,73,0,0,0.0
2022-10-02 04:00:00,0.11517981,18.3,70,0,0,0.0
2022-10-02 05:00:00,0.128936793,17.8,75,0,0,0.0
2022-10-02 06:00:00,0.142137195,18.3,73,3,0,0.0
2022-10-02 07:00:00,0.146358751,18.9,73,46,12,10.14166667
2022-10-02 08:00:00,0.154265272,19.4,70,205,79,44.40416667
2022-10-02 09:00:00,0.160387573,19.4,73,278,20,182.1125
2022-10-02 10:00:00,0.157409381,18.3,81,173,6,343.3625
2022-10-02 11:00:00,0.152902032,19.4,78,294,4,476.6625
2022-10-02 12:00:00,0.153989099,20.6,71,594,303,569.475
2022-10-02 13:00:00,0.149550354,20.0,71,523,206,616.2625
2022-10-02 14:00:00,0.148318535,19.4,73,590,402,616.3125
2022-10-02 15:00:00,0.152167575,19.4,73,312,175,562.7208333
2022-10-02 16:00:00,0.159286746,19.4,70,255,220,443.4416667
2022-10-02 17:00:00,0.159999525,18.3,76,133,220,249.3833333
2022-10-02 18:00:00,0.159438031,17.2,78,18,15,11.05
2022-10-02 19:00:00,0.163304499,17.2,78,0,0,0.0
2022-10-02 20:00:00,0.164039578,17.2,75,0,0,0.0
2022-10-02 21:00:00,0.149266817,17.2,75,0,0,0.0
